Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Object Kingdom,Object Phylum,Object Class,Object Order,Object Family,Object Genus,Object Species
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Piperaceae,Piper,Piper amalago
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plantae,,,,Muntingiaceae,Muntingia,Muntingia calabura
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Piperaceae,Piper,Piper amalago
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Ficus,Ficus ovalis
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia subrufa,Plantae,,,,Moraceae,Ficus,Ficus ovalis
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Ficus,Ficus morazaniana
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Moraceae,Brosimum,Brosimum alicastrum
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Muntingiaceae,Muntingia,Muntingia calabura
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Moraceae,Ficus,Ficus ovalis
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Brosimum,Brosimum alicastrum
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Hypericaceae,Vismia,Vismia baccifera
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Moraceae,Ficus,Ficus ovalis
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Muntingiaceae,Muntingia,Muntingia calabura
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Muntingiaceae,Muntingia,Muntingia calabura
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Urticaceae,Cecropia,Cecropia peltata
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plantae,,,,Piperaceae,Piper,Piper amalago
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Moraceae,Ficus,Ficus ovalis
C: done 12/29. Agree to keep it Forest,"Done ** Study done at 300 masl. Elevation values for Santa Rosa NP taken from IUCN Directory of Neotropical Protected Areas= 0 to 319 mt. IUCN Directory give a set of coordinates, but not very accurate, these coord point out a different site ""Estacion Experimental Forestal Horizontes"" which is a research station southeast of Santa Rosa NP. ",,Done,Authors reported the study site at 300 masl. Elevation range reported at Bat Eco-Interactions are those reported by The IUCN Directory of Neotropical Protected Areas for Parque Nacional Santa Rosa.,Primary  ,32,"Bonaccorso, F. J. & T. J. Gush. 1987",Central America,Parque Nacional Santa Rosa,Costa Rica,Forest,10.8379308,-85.7051116,0,319,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Urticaceae,Cecropia,Cecropia peltata
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Visitation,Flower,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plantae,,,,Malvaceae,Ochroma,Ochroma lagopus
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Visitation,Flower,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plantae,,,,Malvaceae,Pseudobombax,Pseudobombax septenatum
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Malvaceae,Ochroma,Ochroma lagopus
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Visitation,Flower,Chiroptera,Phyllostomidae,Micronycteris,Micronycteris brachyotis,Plantae,,,,Malvaceae,Ochroma,Ochroma lagopus
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plantae,,,,Hypericaceae,Vismia,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Hypericaceae,Vismia,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Moraceae,Poulsenia,Poulsenia armata
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Arecaceae,Astrocaryum,Astrocaryum standleyanum
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Anacardiaceae,Spondias,Spondias mombin
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Piperaceae,Piper,
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Piperaceae,Piper,Piper marginatum
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Clusiaceae,Clusia,Clusia odorata
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Urticaceae,Cecropia,Cecropia obtusifolia
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Moraceae,Ficus,Ficus obtusifolia
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Salicaceae,Tetrathylacium,Tetrathylacium johansenii
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Solanaceae,Markea,Markea panamensis
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plantae,,,,Piperaceae,Piper,Piper carrilloanum
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Fabaceae,Dipteryx,Dipteryx panamensis
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plantae,,,,Moraceae,Ficus,Ficus insipida
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plantae,,,,Moraceae,Ficus,Ficus insipida
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plantae,,,,Moraceae,Ficus,Ficus popenoei
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Anacardiaceae,Spondias,Spondias radlkoferi
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma trinitatum,Plantae,,,,Moraceae,Ficus,Ficus popenoei
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Consumption,Fruit,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plantae,,,,Fabaceae,Dipteryx,Dipteryx panamensis
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Solanaceae,Solanum,Solanum hayesii
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plantae,,,,Piperaceae,Piper,Piper cordulatum
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Piperaceae,Piper,Piper reticulatum
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Piperaceae,Piper,Piper aequale
C: done 12/29,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Primary  ,34,"Bonaccorso, F. J. 1979",Central America,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Moraceae,Brosimum,Brosimum bernadetteae